voxel_id,original_file,v_x,v_y,v_z
airplane_0649_aug0,airplane_0649.off,-0.3679360092560809,-0.0428880167879087,0.928861513417748
airplane_0649_aug1,airplane_0649.off,-0.36722455726209247,0.45117908284795943,0.8133778702080198
airplane_0662_aug0,airplane_0662.off,-0.9938386212706941,0.09214798062953719,0.061591757051283
airplane_0662_aug1,airplane_0662.off,-0.3996116927466523,-0.4600005892822566,0.7929123235769082
airplane_0650_aug0,airplane_0650.off,-0.5423002618361031,-0.3039664391430988,-0.7832718748219923
airplane_0650_aug1,airplane_0650.off,0.04099330401820211,0.9843201798471866,-0.17156145421181757
airplane_0653_aug0,airplane_0653.off,-0.7736283574556287,-0.3670969082060428,0.5164678349385083
airplane_0653_aug1,airplane_0653.off,-0.6909891195040859,0.6698191994312488,-0.27180190727853476
airplane_0646_aug0,airplane_0646.off,0.10288798608671412,-0.9674788812107775,-0.23108153697377581
airplane_0646_aug1,airplane_0646.off,0.5516982676562697,-0.6665726268099442,0.5013082431526156
airplane_0661_aug0,airplane_0661.off,0.41469346614454544,0.8967522226325552,-0.1544822978227437
airplane_0661_aug1,airplane_0661.off,0.29361118777443784,-0.30700447461415503,0.9052848849840422
airplane_0664_aug0,airplane_0664.off,0.2782869254349541,-0.6795104990921267,-0.6788386176076973
airplane_0664_aug1,airplane_0664.off,-0.03717281721117484,0.9296051198381258,0.3666776552113972
airplane_0648_aug0,airplane_0648.off,0.3624395615740368,-0.48057669970627553,-0.798550937577212
airplane_0648_aug1,airplane_0648.off,-0.15332695589183354,-0.3748296003400175,0.9143268645872146
airplane_0654_aug0,airplane_0654.off,-0.923190601150464,-0.24243768469103705,0.29823326942025435
airplane_0654_aug1,airplane_0654.off,-0.9245437589834522,-0.32579439355217177,-0.19767865553650665
airplane_0660_aug0,airplane_0660.off,0.13257307100778365,0.10569074750073514,0.9855221188468075
airplane_0660_aug1,airplane_0660.off,-0.2906275819108452,-0.6584308767706932,0.6942653593170492
airplane_0656_aug0,airplane_0656.off,-0.07285927985547822,-0.966152383735192,-0.24746938546363167
airplane_0656_aug1,airplane_0656.off,-0.8505437696640077,0.013503000659716506,0.5257308863467348
airplane_0652_aug0,airplane_0652.off,-0.17617973811813042,0.22495937604929675,0.9583078727653958
airplane_0652_aug1,airplane_0652.off,0.4290634785197203,-0.8346884349778554,0.3452531649598247
airplane_0665_aug0,airplane_0665.off,0.5524369912972954,0.6347705387968849,-0.5402589506171132
airplane_0665_aug1,airplane_0665.off,-0.3948310102872734,-0.20860953350969166,-0.8947572496741224
airplane_0675_aug0,airplane_0675.off,0.3265708948652136,-0.7684650431721639,-0.5502844065111585
airplane_0675_aug1,airplane_0675.off,-0.41383569278084076,0.07624989189243006,0.9071526736812245
airplane_0670_aug0,airplane_0670.off,-0.9879048463044912,-0.03769577945491693,-0.15040958366868132
airplane_0670_aug1,airplane_0670.off,0.1513671642550211,-0.9157204588316169,-0.37221502234945675
airplane_0657_aug0,airplane_0657.off,-0.5522004253786613,-0.8234702760896545,-0.1302743052503207
airplane_0657_aug1,airplane_0657.off,0.6346791360033667,0.16859683249848192,0.7541601304719701
airplane_0643_aug0,airplane_0643.off,-0.6847584750462334,-0.2267467770454405,-0.6925978125520339
airplane_0643_aug1,airplane_0643.off,0.13845214693903377,-0.7220244908760758,-0.6778728771555298
airplane_0673_aug0,airplane_0673.off,0.10028317666846262,-0.2589211442391882,0.9606784714685509
airplane_0673_aug1,airplane_0673.off,-0.7465436238291021,-0.5502060560323135,0.37409345573730485
airplane_0671_aug0,airplane_0671.off,-0.2887602235963269,0.955304576364106,-0.0633300848443721
airplane_0671_aug1,airplane_0671.off,0.5005625341397852,-0.6834255830588754,0.5313818042012661
airplane_0672_aug0,airplane_0672.off,0.5331760222035695,-0.562408996203792,0.6319964005722042
airplane_0672_aug1,airplane_0672.off,0.13790107629238654,0.56956339214942,0.8102967576639113
airplane_0667_aug0,airplane_0667.off,-0.6713257708462171,0.7263794671188428,0.14729079789952426
airplane_0667_aug1,airplane_0667.off,-0.9806333352324047,0.17575932789662296,0.08641134467358749
airplane_0663_aug0,airplane_0663.off,-0.40486455024173945,-0.9139550177466734,0.027765473041748354
airplane_0663_aug1,airplane_0663.off,0.4922393191706896,-0.673429355527836,-0.551537265990014
airplane_0674_aug0,airplane_0674.off,-0.8150710379605663,0.25063146164300826,-0.5223438269115221
airplane_0674_aug1,airplane_0674.off,-0.744174367030048,-0.403790855677481,-0.5321254140958456
airplane_0659_aug0,airplane_0659.off,-0.4558189459002048,0.04630434995462599,-0.8888672542813724
airplane_0659_aug1,airplane_0659.off,0.2843321867312059,-0.554867357259125,-0.7818423264552292
airplane_0677_aug0,airplane_0677.off,0.928409626882221,0.020484385157081925,-0.37099320031120775
airplane_0677_aug1,airplane_0677.off,0.9325850840593013,0.3609495303799966,0.0007053428712599229
airplane_0666_aug0,airplane_0666.off,0.5937786583972041,-0.2865704540765686,-0.751867195508865
airplane_0666_aug1,airplane_0666.off,0.8059552872983384,-0.5895559241992449,-0.05347791242585202
airplane_0668_aug0,airplane_0668.off,-0.6085146505760337,-0.7596506811799588,0.22943574834177885
airplane_0668_aug1,airplane_0668.off,-0.13976592530728482,-0.16682209033629367,0.9760306738514052
airplane_0669_aug0,airplane_0669.off,-0.8295627966929466,-0.17449607098575362,-0.5304495146133246
airplane_0669_aug1,airplane_0669.off,-0.3543375581309147,0.9140326788530218,-0.19745672155333088
airplane_0680_aug0,airplane_0680.off,-0.9405897971281787,0.31173871914262574,-0.13457267377029736
airplane_0680_aug1,airplane_0680.off,0.1059333309396539,0.9478834773931837,-0.3004913354508507
airplane_0682_aug0,airplane_0682.off,-0.8150311091432039,0.3065675648815417,0.4916712512354172
airplane_0682_aug1,airplane_0682.off,0.9450114907170243,0.3210960870314137,-0.06205308458007909
airplane_0690_aug0,airplane_0690.off,0.004930161440304129,0.918025561964914,0.39649055611347983
airplane_0690_aug1,airplane_0690.off,-0.4117321986699579,-0.540104491700163,0.7340052687983316
airplane_0687_aug0,airplane_0687.off,-0.9948334088708198,-0.07254086462026382,-0.07102331697836099
airplane_0687_aug1,airplane_0687.off,-0.4508616718219382,0.8233996206126083,0.3445820913177868
airplane_0694_aug0,airplane_0694.off,-0.002502056127274069,0.13059672086043406,-0.9914324163631316
airplane_0694_aug1,airplane_0694.off,0.141538557820792,0.6508608511999003,-0.7458867132650585
airplane_0641_aug0,airplane_0641.off,0.042856602841002366,-0.8024104996668422,0.5952316369425747
airplane_0641_aug1,airplane_0641.off,-0.384302264440332,0.9072876176237504,0.17070720093965766
airplane_0628_aug0,airplane_0628.off,-0.25325072674364,-0.4062332458067863,0.8779741564562713
airplane_0628_aug1,airplane_0628.off,0.5507145501133505,-0.802476548996987,-0.22966251893449297
airplane_0684_aug0,airplane_0684.off,-0.9004480904546374,0.4142169773026305,0.13273105179598765
airplane_0684_aug1,airplane_0684.off,-0.7907077019283338,0.2761971692159595,-0.5463482898557511
airplane_0689_aug0,airplane_0689.off,-0.15156534393707047,-0.750728000143001,0.642989437174926
airplane_0689_aug1,airplane_0689.off,0.8597867534380169,-0.3562536407092575,-0.3658552747930715
airplane_0697_aug0,airplane_0697.off,-0.14293107163110774,0.9638275827502044,0.22496021757697743
airplane_0697_aug1,airplane_0697.off,-0.15687978301583566,0.816628128707533,0.5554342743156361
airplane_0688_aug0,airplane_0688.off,-0.7833793021104074,-0.5826494460792763,-0.2164174022774597
airplane_0688_aug1,airplane_0688.off,0.4985009690812042,-0.8651816097594854,0.05438350815353696
airplane_0692_aug0,airplane_0692.off,-0.4175654188200745,0.7220760192348693,0.5515843937708359
airplane_0692_aug1,airplane_0692.off,-0.8078782107981421,0.5742815989591433,0.132413902648183
airplane_0683_aug0,airplane_0683.off,0.6798703816937527,-0.56074986033575,0.47258423400387345
airplane_0683_aug1,airplane_0683.off,-0.3639102117939236,0.6739247198769047,0.6429578755182467
airplane_0681_aug0,airplane_0681.off,0.7955174721216506,-0.6049901616223131,-0.03374693896320436
airplane_0681_aug1,airplane_0681.off,-0.9338397382069282,-0.31725336882590766,-0.16520787909245824
airplane_0679_aug0,airplane_0679.off,-0.7296151748893864,0.6694124167588195,-0.13981671166297302
airplane_0679_aug1,airplane_0679.off,0.9987302172469784,0.04581542817136488,0.0209499331568842
airplane_0696_aug0,airplane_0696.off,-0.02737989664768619,0.859231060751034,-0.5108545052167154
airplane_0696_aug1,airplane_0696.off,-0.6733212673062058,-0.6908905549434291,0.26326547833532193
airplane_0701_aug0,airplane_0701.off,-0.9085210972740075,0.20319594969538182,-0.36510385075403556
airplane_0701_aug1,airplane_0701.off,0.4832717677242908,-0.4102190452589872,0.7734136884148379
airplane_0676_aug0,airplane_0676.off,0.832964228778228,0.2885246444595123,0.47214841217079606
airplane_0676_aug1,airplane_0676.off,0.3152558407451306,0.026399907290893296,0.9486394466661785
airplane_0647_aug0,airplane_0647.off,-0.040455884835564615,-0.656554593474188,0.7531927954847386
airplane_0647_aug1,airplane_0647.off,-0.6263890197218964,0.3836385896824918,0.6785707247430223
airplane_0695_aug0,airplane_0695.off,-0.10672661272513925,0.9414921313444147,0.3196904702251377
airplane_0695_aug1,airplane_0695.off,0.1565087973901372,-0.8306405851601549,-0.5343605661201886
airplane_0700_aug0,airplane_0700.off,0.2612361369908748,0.965202019916391,-0.01186345141196009
airplane_0700_aug1,airplane_0700.off,0.4331387463080375,0.7951154367088038,-0.4244788201478019
airplane_0693_aug0,airplane_0693.off,0.9282065074240485,0.3084904888146175,0.20800552369244482
airplane_0693_aug1,airplane_0693.off,0.46504573662010684,0.6933136626995657,-0.5504985267605853
airplane_0678_aug0,airplane_0678.off,-0.5075380400154176,0.37760910403307923,0.7744782130496917
airplane_0678_aug1,airplane_0678.off,0.5479777896110669,0.1112411174431705,-0.8290631796690552
airplane_0708_aug0,airplane_0708.off,0.4588731673108894,-0.8497175720018856,0.25964488085323906
airplane_0708_aug1,airplane_0708.off,0.11029271555549103,-0.959066822999295,0.2608186073067539
airplane_0714_aug0,airplane_0714.off,-0.888800349498015,-0.1422102678475609,0.43567209969302734
airplane_0714_aug1,airplane_0714.off,-0.527950009073857,-0.6464993299562208,0.5507335147646923
airplane_0704_aug0,airplane_0704.off,-0.6503745435602829,0.5665736169761715,0.5059716292790459
airplane_0704_aug1,airplane_0704.off,0.74266597175564,-0.5588661266763622,-0.3689388931110561
airplane_0703_aug0,airplane_0703.off,-0.1733361172782026,-0.562437312779047,0.8084669811691765
airplane_0703_aug1,airplane_0703.off,0.5880584778953667,-0.6042392023564982,0.5376636615124435
airplane_0712_aug0,airplane_0712.off,0.6713483484253298,0.6281897230197897,0.3932798837455357
airplane_0712_aug1,airplane_0712.off,0.5025592146080455,-0.5331441493428568,-0.6805817745385385
airplane_0685_aug0,airplane_0685.off,-0.26067544729331144,0.06404717307907833,0.9632996786042289
airplane_0685_aug1,airplane_0685.off,0.7729263520035331,0.5858577822582222,-0.24362986956854915
airplane_0699_aug0,airplane_0699.off,0.9859631660400824,0.055049372341455995,0.15762678013912673
airplane_0699_aug1,airplane_0699.off,-0.8100668773291021,0.5785342731697255,-0.09534017527912836
airplane_0702_aug0,airplane_0702.off,-0.3517323788042223,0.33343018376229294,0.874704890952924
airplane_0702_aug1,airplane_0702.off,-0.3768489149658381,-0.44426178194337285,0.8127830979994415
airplane_0716_aug0,airplane_0716.off,-0.48309074330423096,-0.24393701012915753,0.840903126895728
airplane_0716_aug1,airplane_0716.off,0.6982315837629713,-0.07099583368947197,-0.7123427875921744
airplane_0698_aug0,airplane_0698.off,-0.9177228151650851,-0.28140517909424995,0.28034970965635775
airplane_0698_aug1,airplane_0698.off,0.7054296962902374,0.6706621748329883,-0.22930588924000575
airplane_0713_aug0,airplane_0713.off,0.04680938359886059,-0.9157541888376067,-0.39900269075968847
airplane_0713_aug1,airplane_0713.off,0.5231799353097695,0.2759747904228418,-0.806300607925068
airplane_0705_aug0,airplane_0705.off,-0.4884153256826943,-0.85780038394669,-0.16009050858554616
airplane_0705_aug1,airplane_0705.off,-0.4720488040239709,-0.43136437046691883,0.768826837793282
airplane_0715_aug0,airplane_0715.off,0.06515229477976364,0.14204971364913205,-0.9877130440249995
airplane_0715_aug1,airplane_0715.off,-0.2161330099455589,-0.9610702980388554,0.17213484318806277
airplane_0707_aug0,airplane_0707.off,-0.6143543644640387,-0.5150248196622986,0.5977609471986304
airplane_0707_aug1,airplane_0707.off,-0.5184910385412735,-0.5296840308819839,0.6712688510433098
airplane_0718_aug0,airplane_0718.off,-0.3418074552634384,-0.1571265082730002,0.9265413773406277
airplane_0718_aug1,airplane_0718.off,0.4613271398211259,-0.8135272821525059,-0.35404891082732715
airplane_0726_aug0,airplane_0726.off,0.9433907553198626,-0.32240140437089915,0.07791801612394546
airplane_0726_aug1,airplane_0726.off,0.4141641803848417,-0.22703602270371728,0.8814321732731506
airplane_0686_aug0,airplane_0686.off,0.3430752033575425,-0.7833323032967058,0.518353072194097
airplane_0686_aug1,airplane_0686.off,-0.4931885306155961,0.8598730828179147,0.13184595069415228
airplane_0723_aug0,airplane_0723.off,-0.40626196983497975,0.7908593517891616,-0.4577037224596598
airplane_0723_aug1,airplane_0723.off,0.8401723050258878,-0.030787026950879204,-0.5414449712011487
airplane_0721_aug0,airplane_0721.off,-0.30612351870549714,0.6502675510919823,0.6952988589751903
airplane_0721_aug1,airplane_0721.off,-0.06682042822152899,-0.9547741936912433,-0.2897261973545501
airplane_0724_aug0,airplane_0724.off,-0.7926103999914352,-0.5735100317328876,-0.20701448579063092
airplane_0724_aug1,airplane_0724.off,-0.19230748457600855,0.1178425457131839,-0.9742335273413067
airplane_0722_aug0,airplane_0722.off,0.7708409953842202,0.1446864005281034,0.620378920771238
airplane_0722_aug1,airplane_0722.off,-0.06199461876836322,0.30613828919082825,-0.9499663231583939
airplane_0005_aug0,airplane_0005.off,-0.8331175228532448,-0.18626283318535,-0.5207891608786033
airplane_0005_aug1,airplane_0005.off,-0.07618501821367875,-0.6893613598164277,-0.7204004154578393
airplane_0709_aug0,airplane_0709.off,0.7591286779072122,-0.07668842607814136,-0.6464074068917417
airplane_0709_aug1,airplane_0709.off,0.39103106942391697,0.08646520530390799,0.916306974226946
airplane_0717_aug0,airplane_0717.off,0.5381140815808687,-0.4025415352882573,-0.740535986682721
airplane_0717_aug1,airplane_0717.off,-0.30787920751167763,0.2898525850028917,0.9061985833961135
airplane_0719_aug0,airplane_0719.off,-0.7048654421456823,0.4364344703793368,-0.5591866070762779
airplane_0719_aug1,airplane_0719.off,-0.05880729674530904,-0.9735564990131762,0.22074746901995632
airplane_0007_aug0,airplane_0007.off,-0.4013334307777934,0.10638635664480892,0.9097326093198868
airplane_0007_aug1,airplane_0007.off,-0.05136960000304422,-0.9884766014048326,0.14239091498645273
airplane_0710_aug0,airplane_0710.off,-0.21386775358373622,-0.46890518810817705,-0.8569647067075058
airplane_0710_aug1,airplane_0710.off,-0.40108746201489026,-0.8241625980344397,-0.39985604886705983
airplane_0711_aug0,airplane_0711.off,-0.9746243922290752,0.12658074757172452,-0.18462017337303466
airplane_0711_aug1,airplane_0711.off,0.443229902098975,-0.8829349867883451,-0.15483237061544347
airplane_0006_aug0,airplane_0006.off,-0.659453072343402,0.7465568935537813,0.08817284198763299
airplane_0006_aug1,airplane_0006.off,-0.6332004717431471,0.5758426926556861,-0.5171676284332818
airplane_0003_aug0,airplane_0003.off,-0.5049383531341988,-0.2554867951022088,-0.8244778693588599
airplane_0003_aug1,airplane_0003.off,-0.11760751034616224,-0.9314610471854284,-0.3443091504540686
airplane_0017_aug0,airplane_0017.off,-0.7834392102959399,-0.48744032654498964,0.38551904210893156
airplane_0017_aug1,airplane_0017.off,0.6956458871295194,0.37003962401629753,0.6157495240580062
airplane_0725_aug0,airplane_0725.off,-0.3964113288840707,0.8315725868697159,0.38903096419073635
airplane_0725_aug1,airplane_0725.off,-0.1249947906569292,0.5580614510029152,0.8203314691105977
airplane_0014_aug0,airplane_0014.off,-0.706281049762393,-0.24180350846598284,0.6653556507914196
airplane_0014_aug1,airplane_0014.off,-0.3898961164944651,0.9204975593214221,0.025792666125077683
airplane_0013_aug0,airplane_0013.off,-0.9086159675859151,0.34454121175167673,0.23602622068871437
airplane_0013_aug1,airplane_0013.off,-0.3799227049438536,-0.8561640629963697,-0.3502025635281583
airplane_0016_aug0,airplane_0016.off,0.0787940700439141,-0.7309992323434084,-0.677813851171
airplane_0016_aug1,airplane_0016.off,0.8640704404789012,0.4460217094433838,-0.23333861359791974
airplane_0010_aug0,airplane_0010.off,0.8087467508125175,-0.22455788631490164,0.5436013693360048
airplane_0010_aug1,airplane_0010.off,-0.8283102047057642,-0.15772944043263235,0.5376091781220851
airplane_0009_aug0,airplane_0009.off,0.04731972830610198,0.38786989302504854,0.9204986634416013
airplane_0009_aug1,airplane_0009.off,-0.9912084933590766,0.09181469914831407,0.09526690775465615
airplane_0008_aug0,airplane_0008.off,-0.027852751111202535,-0.5957781481931793,-0.8026659469486939
airplane_0008_aug1,airplane_0008.off,0.27561899416821983,-0.48837860013568957,-0.8279616615418874
airplane_0004_aug0,airplane_0004.off,0.70469642639314,-0.366152515773302,-0.60772961242778
airplane_0004_aug1,airplane_0004.off,-0.15761547371531423,-0.9630754697399886,-0.21827276978724935
airplane_0011_aug0,airplane_0011.off,-0.29668991560233116,0.9481823502481797,-0.11368959784307513
airplane_0011_aug1,airplane_0011.off,0.36214002930018035,0.018664110395364374,-0.9319368273448658
airplane_0028_aug0,airplane_0028.off,-0.3508430499837807,0.6073142217045986,0.7127963176065208
airplane_0028_aug1,airplane_0028.off,0.888098909840983,0.21628054412415154,-0.4055897589592451
airplane_0012_aug0,airplane_0012.off,0.13849336292104672,-0.019290278671687502,0.9901754761533876
airplane_0012_aug1,airplane_0012.off,0.8795615625128863,0.35559545557469097,-0.31610651642210436
airplane_0001_aug0,airplane_0001.off,-0.20150176545622359,-0.234396964324911,0.951028444176772
airplane_0001_aug1,airplane_0001.off,0.9681736261857169,-0.2498764990020278,0.014197352037947189
airplane_0031_aug0,airplane_0031.off,-0.9825252981311438,-0.030245614176476837,-0.18365522414403307
airplane_0031_aug1,airplane_0031.off,0.5127961061349442,0.8569898637932318,-0.05107373971520947
airplane_0019_aug0,airplane_0019.off,0.5370693359474834,-0.16215390118158665,-0.8278059197158
airplane_0019_aug1,airplane_0019.off,0.3953126793036036,-0.7347580842523082,-0.5512335650227446
airplane_0018_aug0,airplane_0018.off,-0.856463114224843,-0.4646415863986254,-0.22489804392491364
airplane_0018_aug1,airplane_0018.off,-0.6010574088769864,-0.7957697599609527,0.07403026655207355
airplane_0030_aug0,airplane_0030.off,0.7243706878704954,0.3775291208921955,0.5768525543259659
airplane_0030_aug1,airplane_0030.off,-0.8798682427685144,-0.13327987662680385,-0.45614509736901754
airplane_0032_aug0,airplane_0032.off,-0.323157348089392,0.9437913603737869,0.06947802861069412
airplane_0032_aug1,airplane_0032.off,0.7581212996860329,0.0011168532751789917,0.6521126034674704
airplane_0023_aug0,airplane_0023.off,0.09229866539828986,-0.1705138488899042,0.9810229272052949
airplane_0023_aug1,airplane_0023.off,-0.3373177622972404,-0.09711532938697286,-0.9363681647924827
airplane_0002_aug0,airplane_0002.off,0.5152544704205224,-0.7810938202588197,0.35271131916221465
airplane_0002_aug1,airplane_0002.off,0.8163154142283398,0.2444013664014134,0.5233518095835117
airplane_0038_aug0,airplane_0038.off,-0.5917687467981964,0.7997969855757989,0.10067041361173407
airplane_0038_aug1,airplane_0038.off,-0.6118689830920311,-0.7022274217176444,0.3639958732152238
airplane_0026_aug0,airplane_0026.off,-0.8461221764798404,0.01737926456413605,0.5327055693647545
airplane_0026_aug1,airplane_0026.off,0.36694532287084974,0.23408225718855674,0.9003091840544105
airplane_0034_aug0,airplane_0034.off,-0.5626089952468829,0.13283568111197733,-0.8159814950664078
airplane_0034_aug1,airplane_0034.off,0.2702920198612988,-0.26516341779770797,0.9255434003120208
airplane_0027_aug0,airplane_0027.off,0.006652032222648902,0.570867411953502,-0.8210153155921145
airplane_0027_aug1,airplane_0027.off,-0.17619011822564976,-0.847742466766867,-0.5002896683718933
airplane_0706_aug0,airplane_0706.off,-0.501456278086098,-0.7222511655156615,-0.47633481405342043
airplane_0706_aug1,airplane_0706.off,-0.12718446973242176,-0.20998771459571547,-0.9693963432867647
airplane_0021_aug0,airplane_0021.off,-0.8570865428155164,-0.4470979847264238,-0.255941497569496
airplane_0021_aug1,airplane_0021.off,-0.906503049234392,0.41013351204420445,-0.10021339245348428
airplane_0025_aug0,airplane_0025.off,-0.9125135947724389,0.36449149516090634,-0.18564721735282821
airplane_0025_aug1,airplane_0025.off,-0.08531222454987973,0.9899882068650203,0.11245076527321925
airplane_0720_aug0,airplane_0720.off,-0.9549047888978177,0.24708256700699344,-0.1646421854241772
airplane_0720_aug1,airplane_0720.off,0.6812833027607594,-0.72261177456271,0.11698412132730994
airplane_0029_aug0,airplane_0029.off,-0.14854648887238334,-0.9391997796928554,0.3095766697743531
airplane_0029_aug1,airplane_0029.off,-0.38206905622560916,0.3124554069273621,-0.8697096383027665
airplane_0042_aug0,airplane_0042.off,-0.031084176152875804,0.35224265386409337,-0.9353923705011056
airplane_0042_aug1,airplane_0042.off,-0.9734578267720956,-0.2176775147328916,-0.07068492820864104
airplane_0041_aug0,airplane_0041.off,0.6699625114071093,-0.363777593615972,-0.6471600232493133
airplane_0041_aug1,airplane_0041.off,0.006137749970785174,0.3690562693286602,0.9293867860554657
airplane_0022_aug0,airplane_0022.off,0.3984837698229246,0.4932231196727447,0.7732668617029932
airplane_0022_aug1,airplane_0022.off,-0.9710147520132376,0.2388464689884039,-0.009094813051530813
airplane_0040_aug0,airplane_0040.off,0.3186033041372519,-0.7245016949837588,-0.6112194602256104
airplane_0040_aug1,airplane_0040.off,-0.1745790040050119,0.7533169555940834,0.6340628799851636
airplane_0033_aug0,airplane_0033.off,-0.23033784767383148,0.6657465510250291,0.7097365748834319
airplane_0033_aug1,airplane_0033.off,0.5558469664118182,-0.8169939252666883,0.15347663016924779
airplane_0024_aug0,airplane_0024.off,0.12287582324388924,0.7245249079444985,0.6782073354293306
airplane_0024_aug1,airplane_0024.off,0.0778189171385834,0.9584729630247613,0.27436070288201403
airplane_0015_aug0,airplane_0015.off,-0.47360760929348766,-0.7128222587850671,-0.5172816058974667
airplane_0015_aug1,airplane_0015.off,0.6650943974332798,0.25906408685648635,0.7003822109420522
airplane_0035_aug0,airplane_0035.off,0.31988505577085846,-0.9472968611604315,0.017384128683055337
airplane_0035_aug1,airplane_0035.off,-0.6625962236521507,-0.48662368582705656,0.5693536974447425
airplane_0045_aug0,airplane_0045.off,0.5598336669922361,-0.8070997015676147,0.18755355776815757
airplane_0045_aug1,airplane_0045.off,-0.8059137018885408,0.5913579175982953,0.028265144650541037
airplane_0053_aug0,airplane_0053.off,-0.7654364395738567,-0.47214931665929505,0.43724373037318476
airplane_0053_aug1,airplane_0053.off,0.13772733078958999,-0.5990480347878748,-0.7887792050823602
airplane_0046_aug0,airplane_0046.off,-0.08258770623137804,0.9558462335948945,-0.2820234892733119
airplane_0046_aug1,airplane_0046.off,0.2289524220618858,-0.01301736680505333,0.9733505722983158
airplane_0052_aug0,airplane_0052.off,0.02640263231934102,-0.5852326787751729,0.8104354463498281
airplane_0052_aug1,airplane_0052.off,0.957561042530201,-0.21743068957338105,0.18921084815654404
airplane_0044_aug0,airplane_0044.off,0.6992361309298696,0.7148687132813871,-0.005617470395128584
airplane_0044_aug1,airplane_0044.off,0.8466778684184291,-0.5082508141046115,-0.15753633578455775
airplane_0049_aug0,airplane_0049.off,-0.18778721439036838,0.9560864832524771,0.22502132932994712
airplane_0049_aug1,airplane_0049.off,-0.5147619934654246,0.7678040020079574,-0.3814408271069925
airplane_0058_aug0,airplane_0058.off,-0.26921228330599706,0.5443735754741589,-0.7944697331193001
airplane_0058_aug1,airplane_0058.off,0.15620452708524732,0.9877219291000816,0.0023529753266154606
